,city_name,cloudiness,country,date,humidity,lat,lon,max_temp,windspeed
259,Severnoye,99,RU,1555778922,52,54.09,52.54,43.98,3.27
260,Barabai,100,ID,1555778923,98,-2.59,115.38,75.12,0.6
261,Chara,75,GR,1555775400,66,39.42,22.43,55.4,9.17
262,Yulara,90,AU,1555776180,67,-25.24,130.99,60.8,19.46
263,Cabo San Lucas,5,MX,1555778850,36,22.89,-109.91,90.0,6.93
264,Sept-Iles,75,CA,1555778593,48,50.2,-66.38,50.0,8.05
265,Caucasia,100,CO,1555778924,56,7.98,-75.2,90.06,8.03
266,Berlevag,74,NO,1555778366,84,70.86,29.09,41.46,15.79
267,Saeby,30,DK,1555778924,54,57.33,10.52,52.44,5.12
268,Frankfort,90,US,1555778779,86,38.2,-84.87,43.0,9.17
269,Canutama,100,BR,1555778925,80,-6.53,-64.38,85.56,3.27
270,Nanortalik,82,GL,1555778925,96,60.14,-45.24,31.38,9.66
271,Rochester,1,US,1555778627,44,44.02,-92.46,66.0,13.87
272,Bay Roberts,90,CA,1555778813,93,47.58,-53.28,44.01,5.82
273,Ak-Dovurak,100,RU,1555778926,71,51.17,90.6,34.44,3.87
274,Shimoda,98,JP,1555777231,91,34.7,138.93,53.01,1.01
275,Manakara,62,MG,1555778926,90,-22.14,48.01,73.86,6.51
276,Tarnalelesz,42,HU,1555778927,49,48.06,20.18,56.76,3.58
277,Quthing,99,LS,1555778927,80,-30.4,27.7,55.5,4.7
278,Coro,100,VE,1555778927,66,11.41,-69.67,84.84,26.49
279,Kulachi,2,PK,1555778927,35,31.93,70.46,78.18,4.45
280,Dolores,3,AR,1555778353,42,-36.31,-57.68,69.54,8.57
281,Dingle,39,PH,1555778384,66,11.0,122.67,76.2,5.75
282,Kaitangata,67,NZ,1555778343,86,-46.28,169.85,52.0,3.0
283,Marsa Matruh,0,EG,1555778861,69,31.35,27.25,61.44,12.95
284,Pisco,0,PE,1555778700,30,-13.71,-76.2,78.01,9.17
285,Kalmunai,100,LK,1555778929,88,7.42,81.82,78.36,5.03
286,Hofn,82,IS,1555778929,85,64.25,-15.21,33.54,14.07
287,Dawson Creek,1,CA,1555776000,41,55.76,-120.23,39.2,11.41
288,Byron Bay,40,AU,1555778805,83,-28.65,153.62,73.4,9.17
289,Port Elizabeth,90,US,1555778925,87,39.31,-74.98,71.01,15.95
290,Cap Malheureux,75,MU,1555778640,78,-19.98,57.61,80.6,11.41
291,Notre-Dame-du-Lac,90,CA,1555778837,80,47.61,-68.8,43.0,12.75
292,Loandjili,86,CG,1555778454,85,-4.77,11.87,82.32,11.79
293,Cabra,90,ES,1555778225,77,37.47,-4.43,66.2,3.36
294,Bend,90,US,1555778859,87,44.06,-121.32,51.01,10.29
295,Kyrylivka,1,UA,1555778932,54,47.32,37.67,42.36,6.44
296,Grand-Santi,48,GF,1555778932,89,4.27,-54.38,81.96,4.07
297,Coos Bay,90,US,1555778728,76,43.37,-124.22,52.0,18.34
298,Arraial do Cabo,0,BR,1555776000,69,-22.97,-42.02,86.0,11.41
299,Port Moresby,0,PG,1555776000,100,-9.47,147.16,73.4,9.17
300,Gornopravdinsk,55,RU,1555778933,90,60.06,69.92,24.72,3.76
301,Aksu,90,KZ,1555776000,69,52.04,76.93,33.8,4.47
302,Bathsheba,40,BB,1555776000,62,13.22,-59.52,86.0,23.04
303,Kuito,48,AO,1555778934,85,-12.38,16.94,64.86,3.47
304,Mount Isa,0,AU,1555776000,38,-20.73,139.49,73.4,6.93
305,Pathein,0,MM,1555778935,80,16.78,94.73,82.5,11.16
306,Beyla,100,GN,1555778718,58,8.69,-8.65,87.01,5.17
307,Kavieng,92,PG,1555778935,76,-2.57,150.8,82.32,3.4
308,Nichinan,100,JP,1555778414,77,31.65,131.31,55.99,1.86
309,Acapulco,5,MX,1555774920,65,16.86,-99.88,82.4,4.7
310,Vao,0,EE,1555778936,63,59.1,26.19,42.0,3.0
311,Oranjemund,75,ZA,1555778417,80,-28.55,16.43,60.18,24.4
312,Dogondoutchi,51,NE,1555778937,5,13.64,4.03,94.38,5.75
313,Ucluelet,20,CA,1555778858,81,48.94,-125.55,48.2,2.24
314,Bershet,0,RU,1555776000,64,57.73,56.38,39.2,6.71
315,Yumen,0,CN,1555778938,24,40.29,97.04,61.8,6.71
316,Tarakan,74,ID,1555778938,81,3.3,117.63,79.8,1.48
317,Jijiga,85,ET,1555778938,83,9.35,42.8,65.04,1.45
318,Anshun,33,CN,1555778939,82,26.25,105.93,60.18,6.78
319,Lebu,99,ET,1555778939,69,8.96,38.73,63.78,4.56
320,Inirida,100,CO,1555778939,64,3.87,-67.92,87.72,4.43
321,Okhotsk,100,RU,1555778391,93,59.36,143.24,30.84,19.42
322,Mattawa,75,CA,1555778416,57,46.32,-78.7,52.0,19.46
323,Payo,100,ID,1555778940,92,-3.75,103.64,70.44,1.83
324,Sinegorye,100,RU,1555778940,86,62.09,150.53,21.84,3.42
325,Vestmannaeyjar,75,IS,1555776000,93,63.44,-20.27,42.8,19.46
326,Puerto Carreno,40,CO,1555776000,70,6.19,-67.49,87.8,2.46
327,Point Pedro,36,LK,1555778941,77,9.82,80.23,86.64,15.66
328,Gimli,100,CA,1555778705,45,50.63,-96.99,55.0,7.0
329,Ilulissat,40,GL,1555775400,35,69.22,-51.1,24.8,5.82
330,Chifeng,2,CN,1555778344,28,42.27,118.96,37.68,1.25
331,Vallenar,7,CL,1555778942,41,-28.58,-70.76,73.32,7.92
332,Vasudevanallur,100,IN,1555778943,95,9.24,77.41,72.6,1.19
333,Eureka,75,US,1555778850,93,40.8,-124.16,53.01,16.11
334,Roald,75,NO,1555777856,66,62.58,6.12,57.2,18.34
335,Esperance,40,TT,1555778902,55,10.24,-61.45,88.0,17.22
336,Cienfuegos,75,CU,1555777020,88,22.15,-80.44,77.0,4.7
337,Aykhal,90,RU,1555776000,92,65.95,111.51,17.6,4.47
338,Sindor,100,RU,1555778946,90,62.87,51.9,33.36,5.12
339,Mayumba,100,GA,1555778947,83,-3.44,10.65,82.14,9.26
340,Meulaboh,82,ID,1555778727,78,4.14,96.13,84.48,7.38
341,Khasan,96,RU,1555778948,67,42.43,130.64,48.66,9.91
342,Saquena,100,PE,1555778948,43,-4.67,-73.52,97.08,1.7
343,Matara,90,PE,1555776000,70,-13.74,-72.9,48.2,8.41
344,Necochea,77,AR,1555778199,57,-38.55,-58.74,62.01,7.0
345,Tilichiki,39,RU,1555778949,83,60.47,166.1,29.4,7.74
346,Port Hardy,40,CA,1555776000,70,50.7,-127.42,46.4,9.17
347,Lakatoro,98,VU,1555778949,75,-16.11,167.42,83.22,12.1
348,Carutapera,100,BR,1555778950,89,-1.2,-46.02,80.88,6.26
349,Anadyr,40,RU,1555778591,78,64.73,177.51,15.8,6.71
350,Vyazemskiy,76,RU,1555778950,30,47.53,134.76,46.14,15.01
351,Ilabaya,95,PE,1555778950,51,-17.42,-70.51,73.86,10.94
352,Namibe,38,AO,1555778358,76,-15.19,12.15,74.04,11.16
353,Falam,0,MM,1555778951,69,22.91,93.68,61.08,1.63
354,Lorengau,73,PG,1555778951,92,-2.02,147.27,77.1,2.21
355,Northam,0,GB,1555778837,40,51.04,-4.21,75.99,6.93
356,Moose Factory,1,CA,1555776000,32,51.26,-80.61,53.6,18.34
357,Solnechnyy,99,RU,1555778952,84,50.72,136.64,31.92,4.79
358,Prince Rupert,1,CA,1555776000,86,54.32,-130.32,41.0,3.36
359,Nata,20,CY,1555778762,54,34.78,32.57,62.6,8.05
360,Ushtobe,99,KZ,1555778953,77,45.25,77.98,55.32,6.78
361,Daru,99,SL,1555778954,83,7.99,-10.85,82.14,2.64
362,Letlhakane,67,BW,1555778954,24,-21.42,25.59,76.38,9.91
363,Waddan,0,LY,1555778954,16,29.16,16.14,81.42,16.24
364,San Quintin,2,PH,1555778954,79,17.54,120.52,79.08,0.98
365,Nizhniy Kuranakh,100,RU,1555778955,91,58.84,125.49,20.58,7.25
366,Bandarbeyla,27,SO,1555778442,69,9.49,50.81,80.7,10.67
367,Misratah,13,LY,1555778955,72,32.38,15.09,63.06,27.16
368,Tiarei,20,PF,1555777990,78,-17.53,-149.33,78.8,4.7
369,Saint-Augustin,0,FR,1555778168,29,44.83,-0.61,78.01,12.75
370,Nouadhibou,0,MR,1555776000,60,20.93,-17.03,71.6,21.92
371,Yemtsa,39,RU,1555778956,90,63.06,40.33,37.86,1.57
372,Dukat,11,RS,1555778957,66,42.44,22.31,42.72,5.08
373,Lidkoping,43,SE,1555778942,31,58.51,13.16,66.2,14.99
374,Vieques,40,PR,1555778914,58,18.43,-65.83,87.01,21.92
375,Shenkursk,11,RU,1555778957,87,62.11,42.91,38.58,1.25
376,Torrington,1,US,1555778902,45,42.06,-104.18,75.99,5.82
377,Whitehorse,75,CA,1555778819,42,60.72,-135.06,33.01,13.87
378,Limoncito,75,BO,1555776000,78,-18.03,-63.4,86.0,17.22
379,Nabire,100,ID,1555778959,99,-3.36,135.5,70.98,1.5
380,Grocka,0,RS,1555776000,52,44.67,20.72,64.4,5.82
381,Ust-Tsilma,96,RU,1555778960,89,65.44,52.15,32.1,7.49
382,Adrar,0,DZ,1555776000,7,27.87,-0.29,95.0,20.8
383,Calvia,40,ES,1555778805,52,39.57,2.51,64.99,20.8
384,Kasongo-Lunda,96,CD,1555778961,65,-6.48,16.82,78.36,1.63
385,Santa Fe,62,AR,1555778930,54,-31.62,-60.7,77.0,10.65
386,Nemuro,0,JP,1555778962,69,43.32,145.57,36.06,7.29
387,Cidreira,96,BR,1555778962,48,-30.17,-50.22,81.24,7.02
388,Viedma,0,AR,1555778962,41,-40.81,-62.99,65.94,14.18
389,Yerbogachen,47,RU,1555778962,91,61.28,108.01,14.46,6.64
390,Piranshahr,9,IR,1555778963,90,36.7,45.14,29.22,7.25
391,Kahului,20,US,1555778804,78,20.89,-156.47,73.4,11.41
392,Jaisalmer,0,IN,1555778905,13,26.91,70.91,91.86,9.1
393,Puerto Lempira,5,HN,1555778963,61,15.27,-83.77,85.92,8.93
394,Hedensted,26,DK,1555778592,19,55.77,9.7,66.2,3.36
395,Matamoros,40,US,1555778793,44,25.87,-97.51,80.6,10.29
396,Kidal,0,ML,1555778437,4,18.44,1.41,99.42,5.99
397,Karasjok,91,NO,1555775400,50,69.47,25.52,51.8,23.04
398,Barinas,85,VE,1555778964,56,8.64,-70.23,85.2,3.06
399,Fortuna,75,ES,1555778954,72,38.18,-1.13,61.0,12.75
400,Broken Hill,100,AU,1555776000,35,-31.97,141.45,69.8,9.17
401,Rio Gallegos,20,AR,1555776000,50,-51.62,-69.22,57.2,36.91
402,Labuhan,99,ID,1555778966,97,-2.54,115.51,74.22,0.78
403,Quatre Cocos,75,MU,1555778640,78,-20.21,57.76,80.6,11.41
404,Mossendjo,100,CG,1555778966,97,-2.95,12.72,74.58,2.75
405,Caceres,59,CO,1555778966,34,5.53,-74.53,87.72,4.76
406,Fort Nelson,20,CA,1555776000,26,58.81,-122.69,44.6,13.87
407,Isangel,95,VU,1555778387,82,-19.55,169.27,80.16,21.63
408,Curchorem,20,IN,1555774200,66,15.26,74.11,84.2,6.93
409,Koumac,41,NC,1555778967,76,-20.56,164.28,79.62,11.95
410,Arroio Grande,100,BR,1555778968,63,-32.24,-53.09,77.28,8.05
411,Nokaneng,93,BW,1555778968,47,-19.66,22.19,77.46,5.03
412,Teguise,40,ES,1555777800,56,29.06,-13.56,69.8,18.34
413,Sioux Lookout,90,CA,1555776000,70,50.1,-91.92,50.0,10.29
414,Biak,100,ID,1555778969,99,-0.91,122.88,66.12,0.92
415,Buala,100,SB,1555778969,78,-8.15,159.59,81.06,8.46
416,Antalaha,71,MG,1555778969,99,-14.9,50.28,69.72,2.46
417,Shakiso,96,ET,1555778970,94,5.77,38.9,58.02,2.64
418,Constitucion,40,MX,1555778416,12,23.99,-104.67,71.01,2.24
419,Udachnyy,90,RU,1555776000,92,66.42,112.4,17.6,4.47
420,Kuminskiy,37,RU,1555778970,89,58.67,66.57,29.4,3.51
421,Padang,40,ID,1555776000,94,-0.92,100.36,80.6,3.36
422,Pozo Colorado,14,PY,1555778971,41,-23.49,-58.8,95.82,7.94
423,Eldorado,40,MX,1555778716,69,24.32,-107.36,82.0,11.41
424,Ahipara,0,NZ,1555778972,73,-35.17,173.16,64.14,3.89
425,Lubango,46,AO,1555778972,59,-14.92,13.49,75.66,2.75
426,Kahama,96,TZ,1555778972,70,-3.83,32.6,74.4,3.56
427,Yeniseysk,96,RU,1555778380,90,58.45,92.17,27.24,5.01
428,Shelburne,90,CA,1555778839,87,44.08,-80.2,46.99,11.41
429,Santa Maria do Suacui,29,BR,1555778973,61,-18.19,-42.41,83.94,2.51
430,Collie,18,AU,1555778423,64,-33.36,116.15,44.01,2.59
431,Maragogi,76,BR,1555778974,76,-9.01,-35.22,83.22,8.75
432,Inhambane,0,MZ,1555778974,85,-23.87,35.38,69.54,5.39
433,Manaus,75,BR,1555776000,78,-3.13,-59.98,84.2,6.93
434,Klaksvik,75,FO,1555777200,87,62.23,-6.59,44.6,13.87
435,Rawson,0,AR,1555778398,31,-43.3,-65.11,67.74,9.75
436,Tandalti,42,SD,1555778975,6,13.01,31.87,89.7,12.77
437,Boa Vista,75,BR,1555776000,38,2.82,-60.67,93.2,14.99
438,Great Yarmouth,0,GB,1555778784,45,52.61,1.73,70.0,8.05
439,Christchurch,100,NZ,1555778740,87,-43.53,172.64,53.6,8.05
440,Peniche,0,PT,1555778718,56,39.36,-9.38,75.99,10.29
441,Contamana,55,PE,1555778977,37,-7.35,-75.01,97.62,1.45
442,Annau,90,TM,1555776000,100,37.89,58.52,51.8,13.87
443,Nelson Bay,2,AU,1555777903,93,-32.72,152.14,68.0,1.12
444,Zhirnovsk,50,RU,1555778978,40,50.98,44.78,45.96,6.98
445,Lurgan,88,GB,1555778923,68,54.46,-6.33,66.2,6.93
446,Banda Aceh,96,ID,1555778771,72,5.56,95.32,85.56,7.7
447,Hami,46,CN,1555778437,23,42.84,93.51,70.8,9.06
448,Jackson,1,US,1555778407,47,35.61,-88.82,57.99,16.11
449,Oga,100,NG,1555778980,66,8.18,5.65,82.86,9.08
450,Ayolas,100,PY,1555778980,69,-27.39,-56.84,85.74,1.99
451,Cabedelo,75,BR,1555776000,100,-6.97,-34.84,77.0,4.7
452,Black Forest,75,AU,1555778921,77,-34.96,138.58,68.0,12.75
453,Avera,90,US,1555778945,87,33.19,-82.53,54.0,12.75
454,Loiza,40,PR,1555778914,58,18.43,-65.88,87.01,21.92
455,Minuwangoda,40,LK,1555776600,88,7.17,79.95,77.0,3.36
456,Reconquista,100,AR,1555778982,79,-29.14,-59.64,81.42,4.09
457,Ouadda,100,CF,1555778982,26,8.07,22.4,85.02,4.16
458,Zalishchyky,0,UA,1555776000,35,48.64,25.73,57.2,6.71
459,Lichtenburg,63,ZA,1555778983,49,-26.15,26.16,65.58,3.47
460,Mount Vernon,90,US,1555778810,87,48.42,-122.33,52.0,12.75
461,Quesnel,1,CA,1555776000,59,52.98,-122.49,37.4,2.24
462,Kieta,100,PG,1555778984,74,-6.22,155.63,82.32,4.63
463,Ramgarh,0,IN,1555778985,24,28.17,74.98,87.36,6.69
464,Pangnirtung,75,CA,1555776000,85,66.15,-65.72,15.8,5.82
465,Klyuchi,100,RU,1555778985,58,52.25,79.17,37.14,6.96
466,Gusau,16,NG,1555778986,6,12.17,6.66,96.18,4.34
467,Evensk,90,RU,1555778986,93,61.92,159.24,28.68,1.83
468,Sekovici,20,BA,1555776000,25,44.3,18.85,64.4,6.93
469,Raton,1,US,1555778767,27,36.9,-104.44,75.2,4.7
470,Sydney,20,AU,1555778737,93,-33.85,151.22,68.0,2.71
471,Nyurba,8,RU,1555778987,95,63.29,118.35,14.64,4.63
472,Mitu,3,IR,1555778987,72,36.2,46.09,39.3,7.2
473,Assiniboia,99,CA,1555778987,30,49.63,-105.99,56.04,11.92
474,Nurota,54,UZ,1555776000,87,40.56,65.69,59.0,6.93
475,Kudymkar,66,RU,1555778988,91,59.01,54.66,33.36,3.53
476,Ranong,27,TH,1555778988,73,9.96,98.62,84.3,1.83
477,Kurumkan,1,RU,1555778989,72,54.33,110.32,4.56,2.75
478,Okakarara,47,NA,1555778989,25,-20.59,17.46,70.26,6.46
479,Nioaque,1,BR,1555778990,41,-21.16,-55.83,94.92,5.35
480,Shache,100,CN,1555778163,48,38.42,77.24,71.01,3.0
481,Arklow,0,IE,1555777866,43,52.79,-6.14,70.0,3.36
482,Batemans Bay,0,AU,1555778760,95,-35.71,150.18,64.99,2.59
483,Ballarat,99,AU,1555778800,52,-37.56,143.86,64.99,14.58
484,Sarh,0,TD,1555776000,26,9.14,18.39,102.2,6.93
485,Bichura,7,RU,1555778991,30,50.59,107.6,28.86,6.4
486,Preobrazheniye,84,RU,1555778992,98,42.9,133.91,38.94,2.86
487,Dunedin,59,NZ,1555778520,93,-45.87,170.5,53.01,11.68
488,Scottsbluff,1,US,1555778978,34,41.87,-103.67,75.99,3.36
489,Vikhorevka,14,RU,1555778591,42,56.12,101.17,28.4,2.24
490,Alta Floresta,40,BR,1555776000,63,-9.87,-56.08,91.4,8.05
491,Elyria,90,US,1555778787,81,41.37,-82.11,48.99,18.34
492,Ambatolampy,20,MG,1555777800,88,-19.39,47.43,68.0,5.82
493,Chunskiy,40,RU,1555778993,56,56.08,99.63,26.88,1.97
494,Teya,20,MX,1555778707,39,21.05,-89.07,82.99,6.93
495,Homer,20,US,1555778793,86,59.64,-151.54,33.01,6.78
496,Naron,0,ES,1555778797,68,43.52,-8.15,64.4,11.41
497,Nelson,84,CA,1555778995,59,49.49,-117.29,46.68,5.06
498,Upata,68,VE,1555778995,37,8.02,-62.41,93.84,7.36
499,Rypefjord,79,NO,1555775400,61,70.63,23.67,48.2,16.11
500,Valdivia,90,CL,1555776000,81,-39.81,-73.25,51.8,4.7
501,Coffs Harbour,40,AU,1555778604,93,-30.3,153.13,64.4,2.24
502,Chitral,97,PK,1555778996,62,35.85,71.79,29.76,5.48
503,Husavik,100,CA,1555778705,45,50.56,-96.99,55.0,7.0
504,Menongue,75,AO,1555778434,60,-14.66,17.68,73.5,3.33
505,Westport,75,IE,1555778583,72,53.8,-9.52,63.0,4.7
506,Isiro,90,CD,1555778997,85,2.77,27.62,71.88,1.54
507,Araruna,100,BR,1555778997,71,-6.53,-35.74,81.78,10.13
508,Pudozh,30,RU,1555778997,93,61.81,36.54,32.82,1.81
509,Svetlogorsk,97,RU,1555776000,32,53.14,59.15,39.2,6.71
510,Juneau,90,US,1555778050,86,58.3,-134.42,39.99,9.17
511,Maragheh,40,IR,1555776000,70,37.39,46.24,46.4,9.17
512,Petropavlovsk-Kamchatskiy,23,RU,1555776000,86,53.05,158.65,26.6,4.47
513,Tecoanapa,5,MX,1555774920,65,16.99,-99.26,82.4,4.7
514,Antsohihy,26,MG,1555778999,68,-14.88,47.99,84.12,12.17
515,Xichang,1,CN,1555778999,75,27.88,102.25,48.84,4.07
516,Ponnampet,40,IN,1555776000,83,12.15,75.93,84.2,2.24
517,Khorixas,40,NA,1555779000,26,-20.37,14.96,85.2,9.28
